filename,file_path,true_class,predicted_class,confidence,error_type
756f5af7-1fb3-426e-9a12-93d115758dc4.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/756f5af7-1fb3-426e-9a12-93d115758dc4.graphml,Bolts,Ironbar,0.9999979734420776,Bolts → Ironbar
ee29d42d-9513-467a-b192-e3d77a424128.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/ee29d42d-9513-467a-b192-e3d77a424128.graphml,Bolts,Hinges,0.9902336597442627,Bolts → Hinges
36bc8f71-8b6d-4d8e-a20a-679bdc0c50dd.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/36bc8f71-8b6d-4d8e-a20a-679bdc0c50dd.graphml,Bolts,Hinges,0.9742032289505005,Bolts → Hinges
00f6ebb6-7897-44b7-b362-d470e1b2041e.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/00f6ebb6-7897-44b7-b362-d470e1b2041e.graphml,Bolts,Hinges,0.6339660286903381,Bolts → Hinges
b872ebbc-27dd-45f2-a107-d428f5bc031e.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/b872ebbc-27dd-45f2-a107-d428f5bc031e.graphml,Bolts,Hinges,0.9943300485610962,Bolts → Hinges
37abdc80-2cf3-4975-8491-f2b69ddb1c72.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/37abdc80-2cf3-4975-8491-f2b69ddb1c72.graphml,Bolts,Hinges,0.9896204471588135,Bolts → Hinges
333fed7f-ef62-4dc9-85bd-a3f46ec8177e.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/333fed7f-ef62-4dc9-85bd-a3f46ec8177e.graphml,Bolts,Hinges,0.9742032289505005,Bolts → Hinges
86ccd4e0-d4f2-4b21-8dd8-ef64e1b23150.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/86ccd4e0-d4f2-4b21-8dd8-ef64e1b23150.graphml,Bolts,Hinges,0.29317256808280945,Bolts → Hinges
c82dd799-765e-4b03-8295-88524c02239a.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/c82dd799-765e-4b03-8295-88524c02239a.graphml,Bolts,Ironbar,0.9999871253967285,Bolts → Ironbar
e075dc78-4a73-4e53-b6a6-b25f48e6830d.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/e075dc78-4a73-4e53-b6a6-b25f48e6830d.graphml,Bolts,Hinges,0.9940861463546753,Bolts → Hinges
f29bbedc-644a-4b00-ab99-dbbc867f0ea8.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/f29bbedc-644a-4b00-ab99-dbbc867f0ea8.graphml,Bolts,Hinges,0.5082950592041016,Bolts → Hinges
83bea301-5ae7-43da-877e-68a24029f334.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/83bea301-5ae7-43da-877e-68a24029f334.graphml,Bolts,Hinges,0.9949833154678345,Bolts → Hinges
9c7464f9-a3a3-4959-9cc5-bec2cfb150fc.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/9c7464f9-a3a3-4959-9cc5-bec2cfb150fc.graphml,Bolts,Ironbar,0.829716145992279,Bolts → Ironbar
accb9f41-e2ef-4cda-80b7-3f88e0d260fe.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/accb9f41-e2ef-4cda-80b7-3f88e0d260fe.graphml,Bolts,Hinges,0.9884081482887268,Bolts → Hinges
ab3dd0eb-8600-42ce-8fa3-6cb4fd277e45.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/ab3dd0eb-8600-42ce-8fa3-6cb4fd277e45.graphml,Bolts,Hinges,0.9682708978652954,Bolts → Hinges
cf09c258-dc9e-49c8-9df4-485da1852f07.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/cf09c258-dc9e-49c8-9df4-485da1852f07.graphml,Bolts,Ironbar,1.0,Bolts → Ironbar
4af67d96-2157-4a6c-a113-30ea97d9d729.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/4af67d96-2157-4a6c-a113-30ea97d9d729.graphml,Bolts,Hinges,0.5765879154205322,Bolts → Hinges
50050565-de50-425a-b04c-db66fe587d7c.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/50050565-de50-425a-b04c-db66fe587d7c.graphml,Bolts,Hinges,0.98189777135849,Bolts → Hinges
7fa6583d-b25d-4858-a47c-760aeac1adfb.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/7fa6583d-b25d-4858-a47c-760aeac1adfb.graphml,Bolts,Hinges,0.9912791848182678,Bolts → Hinges
e44d2765-7436-46d2-b4c0-1d40e2296939.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/e44d2765-7436-46d2-b4c0-1d40e2296939.graphml,Bolts,Hinges,0.9898055791854858,Bolts → Hinges
8a34028a-3e9c-4bb2-a7ce-002e8156e16f.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/8a34028a-3e9c-4bb2-a7ce-002e8156e16f.graphml,Bolts,Ironbar,0.9998440742492676,Bolts → Ironbar
0c392914-53d7-43fd-89b8-93e3bf46f224.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/0c392914-53d7-43fd-89b8-93e3bf46f224.graphml,Bolts,Hinges,0.992262601852417,Bolts → Hinges
5c89e7e3-86a0-4857-90f0-239f9bb42f0e.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/5c89e7e3-86a0-4857-90f0-239f9bb42f0e.graphml,Bolts,Hinges,0.9902925491333008,Bolts → Hinges
b803a7a8-6311-421f-8a73-d214cdcb9a3f.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/b803a7a8-6311-421f-8a73-d214cdcb9a3f.graphml,Bolts,Hinges,0.9432747960090637,Bolts → Hinges
169aaffc-37ff-4913-adb6-c2d563ee40c6.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/169aaffc-37ff-4913-adb6-c2d563ee40c6.graphml,Bolts,Hinges,0.40245887637138367,Bolts → Hinges
53d59978-d30d-4b9b-b2dc-185c4f29a1e9.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/53d59978-d30d-4b9b-b2dc-185c4f29a1e9.graphml,Bolts,Hinges,0.9773871302604675,Bolts → Hinges
68f8caa9-6451-4c8f-88de-3404606ce462.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/68f8caa9-6451-4c8f-88de-3404606ce462.graphml,Bolts,Hinges,0.9518752098083496,Bolts → Hinges
e0b8ace6-76f5-451a-9c4a-7a5cfca8c07e.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/e0b8ace6-76f5-451a-9c4a-7a5cfca8c07e.graphml,Bolts,Hinges,0.9961169958114624,Bolts → Hinges
3776d9e3-7447-46bc-9ed0-6175c4ac6b0e.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/3776d9e3-7447-46bc-9ed0-6175c4ac6b0e.graphml,Bolts,Ironbar,0.5148060321807861,Bolts → Ironbar
3b921a94-283e-4c53-af7e-a530d1ce3652.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/3b921a94-283e-4c53-af7e-a530d1ce3652.graphml,Bolts,Ironbar,0.9991940855979919,Bolts → Ironbar
a8b19bb1-8a85-4ca3-b167-bdde34dd9b9e.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/a8b19bb1-8a85-4ca3-b167-bdde34dd9b9e.graphml,Bolts,Ironbar,0.999901294708252,Bolts → Ironbar
61ab7dc9-91e5-414b-8efb-f979a89d14e2.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/61ab7dc9-91e5-414b-8efb-f979a89d14e2.graphml,Bolts,Hinges,0.9941835999488831,Bolts → Hinges
dd0d8e71-dcc1-4d70-b47d-685b13745329.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/dd0d8e71-dcc1-4d70-b47d-685b13745329.graphml,Bolts,Ironbar,0.9999899864196777,Bolts → Ironbar
bfbcd1ca-ec9d-42a5-a086-0e704f559a95.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/bfbcd1ca-ec9d-42a5-a086-0e704f559a95.graphml,Bolts,Ironbar,0.9999927282333374,Bolts → Ironbar
72954dec-0f6a-4e1a-81e2-88c406548d3c.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/72954dec-0f6a-4e1a-81e2-88c406548d3c.graphml,Bolts,Hinges,0.9528630375862122,Bolts → Hinges
a94ca257-589a-4038-94fa-415eb7f3dfcc.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/a94ca257-589a-4038-94fa-415eb7f3dfcc.graphml,Bolts,Ironbar,0.9999809265136719,Bolts → Ironbar
a691c4b2-52e9-4081-b698-ceeff8de8939.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/a691c4b2-52e9-4081-b698-ceeff8de8939.graphml,Bolts,Hinges,0.9907861948013306,Bolts → Hinges
962bb2e5-11ea-4e1a-9a67-3e44ecebd1bc.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/962bb2e5-11ea-4e1a-9a67-3e44ecebd1bc.graphml,Bolts,Hinges,0.9912791848182678,Bolts → Hinges
6665e94e-3519-4ce4-8f02-7f5fc308eccf.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/6665e94e-3519-4ce4-8f02-7f5fc308eccf.graphml,Bolts,Hinges,0.9862039089202881,Bolts → Hinges
864fd8ba-647c-4713-9cca-2df807c7b26a.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/864fd8ba-647c-4713-9cca-2df807c7b26a.graphml,Bolts,Ironbar,0.9999674558639526,Bolts → Ironbar
e690186b-3d51-4487-9746-cb1305d5b959.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/e690186b-3d51-4487-9746-cb1305d5b959.graphml,Bolts,Hinges,0.2769605815410614,Bolts → Hinges
3d3ca598-4257-47d3-a75e-dd5afd80d9e1.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/3d3ca598-4257-47d3-a75e-dd5afd80d9e1.graphml,Bolts,Socket_head_screw,0.5348230004310608,Bolts → Socket_head_screw
90a6bba0-c334-4aca-ade5-9d5f856277b8.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/90a6bba0-c334-4aca-ade5-9d5f856277b8.graphml,Bolts,Shafts,0.9464117884635925,Bolts → Shafts
b4f38519-3e74-4fcd-8e39-9b3363fe2fde.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/b4f38519-3e74-4fcd-8e39-9b3363fe2fde.graphml,Bolts,Ironbar,0.9986461997032166,Bolts → Ironbar
001ca2d6-b88f-4ea3-b991-93a4e5ac1f5e.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/001ca2d6-b88f-4ea3-b991-93a4e5ac1f5e.graphml,Bolts,Hinges,0.9432747960090637,Bolts → Hinges
257021d0-e500-4933-9692-036b3f06f073.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/257021d0-e500-4933-9692-036b3f06f073.graphml,Bolts,Ironbar,0.9999727010726929,Bolts → Ironbar
18dd20bb-1f8d-4911-a301-a7bd3ad303db.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/18dd20bb-1f8d-4911-a301-a7bd3ad303db.graphml,Bolts,Hinges,0.19551196694374084,Bolts → Hinges
a682f22e-aec1-45eb-9300-d3ae93d7693a.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/a682f22e-aec1-45eb-9300-d3ae93d7693a.graphml,Bolts,Nuts,0.9999995231628418,Bolts → Nuts
51070640-e2ab-486f-9d34-61d7d6546da5.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/51070640-e2ab-486f-9d34-61d7d6546da5.graphml,Bolts,Hex_head_screw,0.9858366250991821,Bolts → Hex_head_screw
042a0e91-0a05-4225-a0de-93dca6674937.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/042a0e91-0a05-4225-a0de-93dca6674937.graphml,Bolts,Hinges,0.994181215763092,Bolts → Hinges
6e4b20f5-ebfe-4082-812a-7c80ba64dd27.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/6e4b20f5-ebfe-4082-812a-7c80ba64dd27.graphml,Bolts,Ironbar,0.9991695880889893,Bolts → Ironbar
86941ea1-802d-433e-9e7b-4209c806eb09.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/86941ea1-802d-433e-9e7b-4209c806eb09.graphml,Bolts,Hinges,0.9182009100914001,Bolts → Hinges
5bbe6b1a-8d28-490f-8f06-8695412f9cae.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/5bbe6b1a-8d28-490f-8f06-8695412f9cae.graphml,Bolts,Hinges,0.973932683467865,Bolts → Hinges
1dfe3b57-9bf6-4a61-98d8-7395a0ed688d.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/1dfe3b57-9bf6-4a61-98d8-7395a0ed688d.graphml,Bolts,Hinges,0.7241507768630981,Bolts → Hinges
b2a64ea6-9c15-4fd1-9d81-666c4d9e3034.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/b2a64ea6-9c15-4fd1-9d81-666c4d9e3034.graphml,Bolts,Nuts,1.0,Bolts → Nuts
04bb6754-2c62-44cf-8faf-11e8d147334f.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/04bb6754-2c62-44cf-8faf-11e8d147334f.graphml,Bolts,Hinges,0.9673784971237183,Bolts → Hinges
21be7f2e-5a83-4f2a-a7e5-0ecbb682cf48.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/21be7f2e-5a83-4f2a-a7e5-0ecbb682cf48.graphml,Bolts,Hinges,0.5041652321815491,Bolts → Hinges
e4676363-b497-4c9a-82a8-597414d10a14.graphml,../../dataset/Split/graph/testing_ood/Holebolts With Shoulders--bolts/e4676363-b497-4c9a-82a8-597414d10a14.graphml,Bolts,Hinges,0.9773871302604675,Bolts → Hinges
2ccdb7e3-ee4f-43af-84d9-b28ac7a46029.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/2ccdb7e3-ee4f-43af-84d9-b28ac7a46029.graphml,Hinges,Gears,0.7640154957771301,Hinges → Gears
2ed94e12-6e57-4869-8c0f-9261a96a8ab2.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/2ed94e12-6e57-4869-8c0f-9261a96a8ab2.graphml,Hinges,Socket_head_screw,0.4666227698326111,Hinges → Socket_head_screw
83a09caf-2766-409d-b61c-898889a4da84.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/83a09caf-2766-409d-b61c-898889a4da84.graphml,Hinges,Gears,0.7418201565742493,Hinges → Gears
362ca9e7-d812-45cc-b911-5c0034c69fac.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/362ca9e7-d812-45cc-b911-5c0034c69fac.graphml,Hinges,Gears,0.7659367322921753,Hinges → Gears
61e48497-6988-4483-bd78-2f60c4a27b73.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/61e48497-6988-4483-bd78-2f60c4a27b73.graphml,Hinges,Socket_head_screw,0.8214561939239502,Hinges → Socket_head_screw
088cd58d-474f-4dac-9268-6cf07be2354d.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/088cd58d-474f-4dac-9268-6cf07be2354d.graphml,Hinges,Gears,0.7792850136756897,Hinges → Gears
3909f38b-c253-4fc6-85b4-6a34dd9dd1e6.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/3909f38b-c253-4fc6-85b4-6a34dd9dd1e6.graphml,Hinges,Gears,0.7656277418136597,Hinges → Gears
25f4dc7c-4969-44bc-858a-07baf70ae454.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/25f4dc7c-4969-44bc-858a-07baf70ae454.graphml,Hinges,Gears,0.7677700519561768,Hinges → Gears
ecc09ef0-4913-4af4-97d2-26d3ad3b1ae5.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/ecc09ef0-4913-4af4-97d2-26d3ad3b1ae5.graphml,Hinges,Socket_head_screw,0.4048500061035156,Hinges → Socket_head_screw
a6883177-aa47-438e-876a-7ef4f13dad6b.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/a6883177-aa47-438e-876a-7ef4f13dad6b.graphml,Hinges,Gears,0.7517923712730408,Hinges → Gears
68b7c1d6-d197-4b1e-982c-6c2b20d0765f.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/68b7c1d6-d197-4b1e-982c-6c2b20d0765f.graphml,Hinges,Socket_head_screw,0.2822027802467346,Hinges → Socket_head_screw
366330ce-7e50-4430-b2bd-57673d64e5b6.graphml,../../dataset/Split/graph/testing_ood/Strut Channel Floor Mount-hinge/366330ce-7e50-4430-b2bd-57673d64e5b6.graphml,Hinges,Gears,0.7935988306999207,Hinges → Gears
